name,position,team,total_points,was_home,GW,strength,enemy_strength_ovr,enemy_attack_ovr,enemy_defence_ovr,bps_last5_mean,clean_sheets_last5_mean,clearances_blocks_interceptions_last5_mean,creativity_last5_mean,defensive_contribution_last5_mean,expected_goal_involvements_last5_mean,expected_goals_conceded_last5_mean,goals_conceded_last5_mean,goals_scored_last5_mean,ict_index_last5_mean,influence_last5_mean,recoveries_last5_mean,tackles_last5_mean,threat_last5_mean,yellow_cards_last5_mean,minutes_last5_mean
Fabian Schär,0,Newcastle,4,1,12,4,1250,1210,1290,20.5,0.75,7.75,6.25,8.75,0.04,0.43,0.5,0.0,3.03,20.0,3.25,1.0,3.75,0.0,87.5
Fabian Schär,0,Newcastle,2,1,15,3,1055,1010,1100,18.4,0.6,8.4,5.16,9.6,0.04,0.84,0.6,0.0,2.96,20.8,2.8,1.2,3.4,0.0,88.0
Fabian Schär,0,Newcastle,0,1,17,3,1180,1140,1220,15.0,0.4,7.0,5.14,8.6,0.05,1.12,0.8,0.0,3.2,22.52,2.8,1.6,4.2,0.0,88.0
Fabian Schär,0,Newcastle,2,0,18,3,1205,1150,1260,14.4,0.4,7.4,5.24,8.4,0.08,1.3,0.8,0.0,3.68,23.64,2.8,1.0,7.8,0.2,90.0
Fabian Schär,0,Newcastle,4,0,19,3,1095,1090,1100,11.4,0.2,7.0,3.36,8.2,0.13,1.42,1.0,0.0,3.62,21.24,3.0,1.2,11.4,0.2,90.0
Fabian Schär,0,Newcastle,8,1,20,3,1165,1150,1180,10.0,0.0,6.8,3.84,8.2,0.14,1.54,1.2,0.0,3.88,21.96,2.8,1.4,12.8,0.2,90.0
Fabian Schär,0,Newcastle,3,1,21,3,1095,1080,1110,14.0,0.2,6.6,6.66,7.8,0.18,1.18,1.0,0.0,4.74,24.44,3.4,1.2,16.2,0.2,90.0
Felipe Rodrigues da Silva,0,Nott'm Forest,3,0,7,3,1220,1180,1260,7.0,0.0,4.33,1.53,6.0,0.02,1.29,1.67,0.0,1.9,16.47,5.67,1.67,1.0,0.33,90.0
Felipe Rodrigues da Silva,0,Nott'm Forest,0,1,8,3,1180,1140,1220,7.5,0.0,6.5,1.25,8.0,0.02,1.33,1.5,0.0,2.05,18.45,5.25,1.5,0.75,0.5,86.5
Felipe Rodrigues da Silva,0,Nott'm Forest,3,1,13,3,1150,1090,1210,6.6,0.0,6.0,1.1,7.8,0.01,1.4,1.8,0.0,1.96,17.88,4.4,1.8,0.6,0.6,87.2
Felipe Rodrigues da Silva,0,Nott'm Forest,7,0,14,3,1085,1050,1120,10.4,0.0,6.6,1.26,9.4,0.02,1.33,1.6,0.0,2.4,21.56,4.4,2.8,1.0,0.6,87.2
Felipe Rodrigues da Silva,0,Nott'm Forest,2,0,15,3,1130,1130,1130,14.2,0.2,6.8,1.06,9.0,0.02,1.35,1.4,0.0,2.3,20.84,4.2,2.2,1.0,0.4,87.2
Ferdi Kadıoğlu,0,Brighton,2,1,8,3,1160,1170,1150,10.33,0.0,2.67,13.5,5.0,0.13,1.19,1.33,0.0,3.87,17.33,4.33,2.33,7.67,0.0,88.0
Ferdi Kadıoğlu,0,Brighton,-1,0,9,3,1205,1150,1260,9.5,0.0,2.5,11.75,4.25,0.18,1.26,1.25,0.0,3.45,14.85,4.0,1.75,7.75,0.0,88.5
Ferdi Kadıoğlu,0,Brighton,6,1,10,3,1095,1080,1110,6.8,0.0,2.4,10.8,4.2,0.18,1.26,1.8,0.0,3.4,14.4,4.2,1.8,8.6,0.2,88.8
Ferdi Kadıoğlu,0,Brighton,6,0,11,3,1205,1150,1260,10.8,0.2,2.4,9.72,4.2,0.17,1.12,1.4,0.0,3.26,14.4,3.8,1.8,8.2,0.2,90.0
Ferdi Kadıoğlu,0,Brighton,2,1,12,3,1135,1100,1170,14.8,0.4,1.8,7.04,3.6,0.15,0.91,1.2,0.0,2.66,11.44,3.8,1.8,7.8,0.2,90.0
Ferdi Kadıoğlu,0,Brighton,7,0,13,3,1130,1110,1150,14.2,0.4,2.2,6.24,4.2,0.16,1.18,1.2,0.0,2.28,10.88,4.4,2.0,5.4,0.2,90.0
Ferdi Kadıoğlu,0,Brighton,1,1,14,3,1145,1150,1140,19.6,0.6,2.6,5.3,5.2,0.12,1.03,1.0,0.0,2.6,12.44,5.2,2.6,8.0,0.2,90.0
Ferdi Kadıoğlu,0,Brighton,1,1,15,3,1075,1050,1100,19.2,0.6,2.8,4.12,5.2,0.09,1.13,0.8,0.0,2.12,11.24,4.2,2.4,5.6,0.0,85.2
Ferdi Kadıoğlu,0,Brighton,1,0,16,4,1265,1210,1320,14.6,0.4,2.8,6.36,4.6,0.11,1.21,1.0,0.0,2.24,9.84,4.0,1.8,6.0,0.2,83.6
Ferdi Kadıoğlu,0,Brighton,6,1,17,3,1100,1100,1100,10.0,0.2,3.0,8.88,4.8,0.14,1.44,1.4,0.0,2.58,10.08,4.0,1.8,6.8,0.2,83.6
Ferdi Kadıoğlu,0,Brighton,1,0,18,5,1375,1400,1350,13.6,0.4,2.8,12.66,4.8,0.14,1.34,1.2,0.0,3.1,11.4,2.8,2.0,6.8,0.2,83.6
Ferdi Kadıoğlu,0,Brighton,4,0,19,3,1075,1050,1100,8.0,0.2,2.6,15.56,4.0,0.15,1.81,1.6,0.0,2.86,9.8,2.2,1.4,3.0,0.2,83.6
Ferdi Kadıoğlu,0,Brighton,9,1,20,3,1055,1010,1100,13.4,0.2,2.6,22.96,4.0,0.19,1.86,1.4,0.0,4.28,13.28,4.0,1.4,6.4,0.2,88.4
Ferdi Kadıoğlu,0,Brighton,2,0,21,4,1305,1230,1380,21.0,0.4,3.0,29.1,4.4,0.26,1.74,1.2,0.0,5.24,17.2,4.0,1.4,6.0,0.0,90.0
Ferdi Kadıoğlu,0,Brighton,2,1,22,3,1150,1100,1200,22.8,0.4,2.8,26.56,4.4,0.27,1.87,1.0,0.0,5.36,18.2,4.2,1.6,8.6,0.0,90.0
Ferdi Kadıoğlu,0,Brighton,1,0,23,3,1130,1140,1120,19.8,0.2,2.6,26.9,4.2,0.24,1.86,1.2,0.0,5.52,18.36,4.4,1.6,9.8,0.0,89.6
Ferdi Kadıoğlu,0,Brighton,2,1,24,3,1100,1110,1090,19.8,0.2,2.8,24.7,4.4,0.26,1.46,1.2,0.0,5.66,20.28,4.4,1.6,11.6,0.0,89.6
Florentino Ibrain Morris Luís,1,Burnley,8,1,8,3,1095,1080,1110,16.67,0.0,4.33,12.6,14.0,0.01,1.5,2.67,0.0,3.37,20.93,4.67,5.0,0.0,0.33,90.0
Florentino Ibrain Morris Luís,1,Burnley,2,0,9,3,1085,1050,1120,17.75,0.25,5.25,12.88,14.5,0.02,1.78,2.0,0.0,3.85,25.15,4.75,4.5,0.25,0.25,90.0
Florentino Ibrain Morris Luís,1,Burnley,2,1,10,5,1300,1340,1260,15.8,0.2,4.6,12.84,12.4,0.03,1.92,2.0,0.0,3.5,21.0,4.0,3.8,1.0,0.2,90.0
Florentino Ibrain Morris Luís,1,Burnley,4,0,11,3,1075,1050,1100,14.4,0.2,3.8,9.4,10.4,0.09,2.18,2.2,0.0,3.04,18.32,3.0,3.6,2.4,0.0,90.0
Florentino Ibrain Morris Luís,1,Burnley,2,1,12,3,1180,1140,1220,17.4,0.2,3.6,9.88,11.6,0.11,2.38,1.8,0.0,3.72,20.8,3.8,4.2,6.2,0.0,90.0
Florentino Ibrain Morris Luís,1,Burnley,5,0,13,3,1175,1110,1240,16.4,0.2,3.8,8.06,11.4,0.11,2.3,1.6,0.0,3.36,19.0,3.6,4.0,6.2,0.0,88.6
Florentino Ibrain Morris Luís,1,Burnley,2,1,14,3,1165,1150,1180,15.8,0.2,3.4,6.18,11.2,0.11,2.08,1.6,0.0,2.8,15.48,3.4,4.4,6.0,0.0,85.4
Florentino Ibrain Morris Luís,1,Burnley,2,0,15,3,1220,1180,1260,17.4,0.2,4.0,7.28,12.2,0.11,1.71,1.4,0.0,3.06,17.76,3.8,4.4,5.2,0.0,81.4
Florentino Ibrain Morris Luís,1,Burnley,2,1,16,3,1090,1080,1100,16.2,0.2,3.6,8.02,12.0,0.04,1.53,1.4,0.0,2.74,15.4,4.2,4.2,3.8,0.0,76.2
Florentino Ibrain Morris Luís,1,Burnley,3,1,19,3,1160,1170,1150,13.2,0.2,3.4,8.0,9.4,0.02,1.33,1.4,0.0,1.8,9.88,3.6,2.4,0.0,0.0,70.4
Florentino Ibrain Morris Luís,1,Burnley,3,0,20,3,1160,1110,1210,13.2,0.2,3.2,10.06,9.6,0.02,1.58,1.6,0.0,2.12,11.16,4.0,2.4,0.0,0.2,71.2
Florentino Ibrain Morris Luís,1,Burnley,2,1,21,3,1135,1100,1170,12.2,0.0,3.2,9.86,10.8,0.02,1.57,2.0,0.0,2.28,11.88,4.8,2.8,1.2,0.4,74.4
Florentino Ibrain Morris Luís,1,Burnley,7,0,22,4,1265,1210,1320,10.4,0.0,3.2,6.74,10.6,0.01,1.96,2.2,0.0,1.72,9.32,4.8,2.6,1.2,0.4,78.4
Florentino Ibrain Morris Luís,1,Burnley,4,1,23,3,1165,1130,1200,12.8,0.0,3.6,7.22,12.2,0.02,2.29,2.0,0.0,2.44,15.68,4.6,4.0,1.4,0.4,83.4
Florentino Ibrain Morris Luís,1,Burnley,2,0,24,3,1145,1120,1170,12.0,0.0,4.2,6.84,13.8,0.02,2.14,1.6,0.0,2.52,16.56,5.4,4.2,1.8,0.4,84.8
Florian Wirtz,1,Liverpool,3,0,4,3,1095,1090,1100,13.67,0.33,1.0,22.6,6.67,0.27,0.96,1.0,0.0,5.0,9.53,4.0,1.67,18.0,0.0,82.67
Florian Wirtz,1,Liverpool,2,0,6,3,1205,1150,1260,12.25,0.5,1.0,31.7,6.0,0.3,0.75,0.75,0.0,6.0,9.45,3.5,1.5,19.0,0.0,83.5
Florian Wirtz,1,Liverpool,2,0,9,3,1175,1110,1240,11.6,0.4,0.8,28.46,5.8,0.35,1.04,0.8,0.0,5.78,9.12,3.8,1.2,20.4,0.0,81.4
Florian Wirtz,1,Liverpool,2,0,11,4,1305,1230,1380,11.0,0.4,0.8,23.08,5.2,0.32,1.21,1.0,0.0,5.04,7.96,3.4,1.0,19.6,0.0,81.6
Florian Wirtz,1,Liverpool,3,0,13,3,1075,1050,1100,11.0,0.4,0.8,21.58,5.2,0.33,1.36,1.4,0.0,4.66,8.0,3.6,0.8,17.2,0.0,82.2
Florian Wirtz,1,Liverpool,7,1,14,3,1100,1100,1100,10.2,0.4,0.6,23.38,4.4,0.32,1.31,1.4,0.0,4.64,6.8,3.4,0.4,16.4,0.0,79.4
Florian Wirtz,1,Liverpool,3,0,15,3,1145,1100,1190,13.4,0.2,0.4,20.02,4.6,0.41,1.37,1.6,0.0,4.72,7.72,3.8,0.4,19.6,0.0,80.2
Florian Wirtz,1,Liverpool,5,1,16,3,1150,1090,1210,13.8,0.4,0.4,22.84,3.8,0.32,0.99,1.4,0.0,4.48,7.24,3.0,0.4,14.8,0.0,79.0
Florian Wirtz,1,Liverpool,8,0,17,3,1175,1150,1200,16.8,0.6,0.8,26.06,5.8,0.3,0.82,0.8,0.0,5.28,10.04,4.0,1.0,16.8,0.0,78.0
Florian Wirtz,1,Liverpool,10,1,18,3,1070,1050,1090,21.6,0.6,0.8,33.34,6.8,0.33,0.72,0.4,0.0,7.1,16.0,4.8,1.2,21.8,0.0,79.6
Florian Wirtz,1,Liverpool,3,1,19,3,1095,1080,1110,27.8,0.4,1.0,38.72,7.2,0.51,0.91,0.6,0.2,8.86,24.88,4.6,1.6,25.0,0.0,82.8
Florian Wirtz,1,Liverpool,10,0,20,3,1130,1140,1120,25.4,0.6,1.0,35.72,7.4,0.48,0.93,0.4,0.2,8.78,24.2,4.4,2.0,27.8,0.0,77.8
Florian Wirtz,1,Liverpool,3,0,21,5,1375,1400,1350,29.4,0.4,1.0,34.38,8.6,0.65,0.94,0.6,0.4,9.9,30.84,5.4,2.2,33.6,0.0,79.4
Florian Wirtz,1,Liverpool,10,1,22,3,1055,1010,1100,27.6,0.4,0.4,31.66,6.4,0.61,0.72,0.6,0.4,9.1,28.24,4.4,1.6,30.8,0.0,82.0
Florian Wirtz,1,Liverpool,2,0,23,3,1220,1240,1200,27.6,0.4,0.6,33.72,5.2,0.77,0.59,0.6,0.6,10.36,32.64,3.2,1.4,37.0,0.0,82.0
Florian Wirtz,1,Liverpool,12,1,24,3,1160,1170,1150,19.8,0.4,0.4,31.82,4.8,0.59,0.84,1.0,0.4,8.8,23.08,3.4,1.0,33.0,0.0,82.0
Freddie Potts,1,West Ham,2,1,13,4,1230,1170,1290,16.0,0.0,4.67,24.8,10.33,0.04,1.65,1.33,0.0,4.07,16.07,2.67,3.0,0.0,0.0,80.33
Freddie Potts,1,West Ham,2,0,14,3,1205,1150,1260,16.0,0.0,4.0,19.45,9.25,0.03,1.46,1.25,0.0,3.3,13.75,2.75,2.5,0.0,0.0,82.0
Freddie Potts,1,West Ham,5,1,16,3,1145,1150,1140,15.4,0.0,4.0,15.82,9.4,0.03,1.4,1.2,0.0,2.94,12.76,3.2,2.2,1.0,0.0,82.0
Freddie Potts,1,West Ham,2,0,17,4,1305,1230,1380,17.6,0.0,3.0,12.12,8.4,0.04,1.42,1.6,0.0,2.8,13.88,3.2,2.2,2.0,0.0,81.4
Freddie Potts,1,West Ham,2,1,18,3,1090,1080,1100,17.6,0.0,2.0,4.22,7.0,0.05,1.66,2.0,0.0,2.18,12.12,3.0,2.0,5.4,0.0,84.8
Freddie Potts,1,West Ham,2,1,19,3,1150,1090,1210,18.2,0.0,2.6,4.88,7.8,0.05,1.17,1.8,0.0,2.48,14.56,3.4,1.8,5.4,0.0,84.8
Freddie Potts,1,West Ham,1,0,20,3,1085,1050,1120,16.8,0.0,2.8,4.5,8.0,0.06,1.58,2.0,0.0,2.6,15.6,3.2,2.0,5.8,0.0,85.4
Gabriel Gudmundsson,0,Leeds,0,0,4,3,1130,1140,1120,16.67,0.67,5.0,19.87,7.0,0.11,1.29,1.67,0.0,4.63,20.07,3.0,2.0,6.33,0.33,86.33
Gabriel Gudmundsson,0,Leeds,4,0,5,3,1085,1050,1120,14.0,0.5,4.25,16.95,6.25,0.1,1.18,1.5,0.0,3.82,15.9,3.25,2.0,5.25,0.25,87.25
Gabriel Gudmundsson,0,Leeds,1,1,6,3,1150,1100,1200,13.4,0.4,5.4,14.82,7.0,0.1,1.3,1.4,0.0,3.7,16.72,3.6,1.6,5.4,0.2,87.8
Gabriel Gudmundsson,0,Leeds,1,1,7,3,1165,1130,1200,5.2,0.2,4.4,8.28,6.6,0.04,1.35,1.8,0.0,2.52,13.28,2.8,2.2,3.6,0.2,87.8
Gabriel Gudmundsson,0,Leeds,1,0,8,3,1095,1090,1100,10.0,0.2,4.4,9.22,6.6,0.05,0.88,1.2,0.0,2.66,13.84,4.0,2.2,3.6,0.0,85.4
Gabriel Gudmundsson,0,Leeds,1,1,9,3,1075,1050,1100,7.8,0.0,4.2,17.86,6.4,0.15,0.88,1.6,0.0,3.84,16.16,4.4,2.2,4.4,0.0,87.6
Gabriel Gudmundsson,0,Leeds,1,0,10,3,1160,1110,1210,8.0,0.0,4.6,19.06,6.4,0.16,0.73,1.4,0.0,4.06,17.28,3.6,1.8,4.4,0.0,78.2
Gabriel Gudmundsson,0,Leeds,1,0,11,3,1130,1110,1150,7.0,0.0,3.8,20.24,6.0,0.14,0.99,1.8,0.0,4.16,17.48,3.4,2.2,4.0,0.0,78.2
Gabriel Gudmundsson,0,Leeds,1,1,12,3,1145,1150,1140,8.4,0.0,4.4,20.34,6.0,0.14,1.17,1.8,0.0,4.08,16.52,3.6,1.6,4.0,0.0,76.4
Gabriel Gudmundsson,0,Leeds,4,1,14,3,1180,1140,1220,9.4,0.0,4.2,21.66,6.2,0.18,1.38,1.8,0.0,4.6,18.52,3.0,2.0,5.8,0.0,78.8
Gabriel Gudmundsson,0,Leeds,0,1,15,4,1230,1170,1290,8.6,0.0,5.0,13.88,8.2,0.1,1.48,1.6,0.0,3.86,19.4,3.4,3.2,5.4,0.0,78.8
Gabriel Gudmundsson,0,Leeds,2,0,16,3,1175,1110,1240,6.8,0.0,4.8,17.1,8.0,0.1,1.85,2.2,0.0,4.22,20.0,4.2,3.2,5.2,0.2,88.2
Gabriel Gudmundsson,0,Leeds,2,1,17,3,1165,1150,1180,7.4,0.0,3.8,17.12,7.0,0.1,1.36,1.8,0.0,3.88,17.28,5.0,3.2,4.4,0.2,87.8
Gabriel Gudmundsson,0,Leeds,2,0,18,3,1145,1120,1170,8.6,0.0,3.4,17.92,6.8,0.24,1.33,1.6,0.0,4.24,19.0,4.8,3.4,5.6,0.2,89.6
Gabriel Gudmundsson,0,Leeds,8,0,19,4,1265,1210,1320,9.2,0.0,3.6,18.08,6.2,0.22,1.15,1.4,0.0,4.0,17.76,4.6,2.6,4.2,0.2,89.6
Gabriel Gudmundsson,0,Leeds,2,1,20,3,1135,1100,1170,11.4,0.2,2.8,13.18,4.4,0.2,1.35,1.2,0.0,3.0,12.96,4.6,1.6,3.8,0.2,89.6
Gabriel Gudmundsson,0,Leeds,0,0,21,3,1220,1180,1260,13.2,0.2,2.6,7.38,4.6,0.18,1.29,0.8,0.0,2.74,12.8,4.6,2.0,7.0,0.0,89.6
Gabriel Gudmundsson,0,Leeds,6,1,22,3,1090,1080,1100,10.6,0.2,3.2,8.04,5.0,0.21,1.65,1.4,0.0,3.02,14.16,4.0,1.8,7.8,0.0,90.0
Gabriel Gudmundsson,0,Leeds,-1,1,24,5,1300,1340,1260,13.8,0.4,2.8,7.28,4.6,0.08,1.41,1.2,0.0,2.56,11.8,4.6,1.8,6.2,0.0,90.0
Gabriel Martinelli Silva,1,Arsenal,3,1,14,3,1135,1100,1170,6.67,0.33,0.0,4.0,2.33,0.05,0.5,0.33,0.0,1.97,3.27,1.67,0.67,12.0,0.0,61.33
Gabriel Martinelli Silva,1,Arsenal,1,1,16,3,1070,1050,1090,6.0,0.5,0.25,6.45,2.5,0.06,0.44,0.25,0.0,2.15,3.65,1.75,0.5,11.0,0.0,61.0
Gabriel Martinelli Silva,1,Arsenal,5,0,20,3,1220,1240,1200,4.6,0.4,0.2,5.64,2.2,0.13,0.41,0.2,0.0,2.12,2.92,1.6,0.4,13.6,0.0,60.0
Gabriel Martinelli Silva,1,Arsenal,1,0,22,3,1130,1110,1150,6.8,0.4,0.2,4.72,2.2,0.16,0.54,0.4,0.0,1.7,2.56,1.6,0.4,10.8,0.0,61.4
Gabriel dos Santos Magalhães,0,Arsenal,9,1,4,3,1100,1100,1100,19.0,0.67,5.0,1.67,5.67,0.03,0.74,0.33,0.0,2.3,17.2,2.33,0.67,4.0,0.0,90.0
Gabriel dos Santos Magalhães,0,Arsenal,2,1,5,4,1250,1210,1290,22.25,0.75,5.75,1.58,6.75,0.07,0.6,0.25,0.0,2.68,19.9,2.5,1.0,5.25,0.0,90.0
Gabriel dos Santos Magalhães,0,Arsenal,13,0,6,3,1220,1180,1260,20.4,0.6,6.0,1.72,7.0,0.06,0.66,0.4,0.0,2.58,19.84,2.2,1.0,4.2,0.0,90.0
Gabriel dos Santos Magalhães,0,Arsenal,9,1,7,3,1075,1050,1100,22.6,0.4,8.0,2.16,9.4,0.11,0.48,0.6,0.2,4.28,30.64,2.4,1.4,10.0,0.0,90.0
Gabriel dos Santos Magalhães,0,Arsenal,12,0,8,3,1130,1140,1120,24.0,0.4,9.4,1.9,11.2,0.1,0.54,0.6,0.2,4.4,32.88,1.6,1.8,9.2,0.0,90.0
Gabriel dos Santos Magalhães,0,Arsenal,9,1,9,3,1165,1150,1180,29.0,0.6,10.0,3.94,11.6,0.15,0.53,0.4,0.2,5.22,36.48,1.4,1.6,11.8,0.0,90.0
Gabriel dos Santos Magalhães,0,Arsenal,12,0,10,3,1095,1090,1100,29.0,0.6,10.2,5.92,11.4,0.13,0.58,0.4,0.2,5.4,36.32,0.8,1.2,11.8,0.0,90.0
Gabriel dos Santos Magalhães,0,Arsenal,1,0,11,3,1145,1120,1170,34.2,0.8,10.8,7.72,12.0,0.24,0.49,0.2,0.2,5.98,39.6,0.8,1.2,12.6,0.2,90.0
Gabriel dos Santos Magalhães,0,Arsenal,15,1,19,3,1145,1150,1140,28.6,0.8,8.4,10.3,9.2,0.19,0.45,0.4,0.0,4.56,28.52,0.4,0.8,6.8,0.2,90.0
Gabriel dos Santos Magalhães,0,Arsenal,9,0,20,3,1220,1240,1200,30.0,0.8,7.2,10.18,7.6,0.27,0.49,0.4,0.2,5.66,33.16,0.8,0.4,13.4,0.2,87.2
Gabriel dos Santos Magalhães,0,Arsenal,6,1,21,4,1230,1170,1290,26.6,0.6,7.4,8.16,8.2,0.26,0.69,0.8,0.4,5.98,37.56,0.6,0.8,14.2,0.2,87.2
Gabriel dos Santos Magalhães,0,Arsenal,8,0,22,3,1130,1110,1150,25.2,0.6,6.8,7.38,7.6,0.27,0.66,0.8,0.4,5.86,36.48,1.2,0.8,14.8,0.2,87.2
Gabriel dos Santos Magalhães,0,Arsenal,1,1,23,3,1135,1100,1170,23.0,0.6,6.0,5.44,6.8,0.19,0.65,0.8,0.4,5.36,33.2,1.2,0.8,15.0,0.0,87.2
Gabriel dos Santos Magalhães,0,Arsenal,8,0,24,3,1145,1100,1190,22.0,0.6,6.2,3.2,7.0,0.19,0.7,1.0,0.4,4.94,31.6,1.6,0.8,14.6,0.0,87.2
Georginio Rutter,1,Brighton,2,0,6,3,1190,1160,1220,13.67,0.33,2.33,11.73,4.67,0.03,0.96,1.0,0.0,3.43,13.6,1.33,1.0,9.0,0.33,69.33
Georginio Rutter,1,Brighton,7,1,8,3,1160,1170,1150,11.5,0.25,2.25,12.62,5.25,0.11,1.07,1.0,0.0,3.28,12.8,2.0,1.0,7.25,0.25,73.0
Georginio Rutter,1,Brighton,2,0,9,3,1205,1150,1260,14.2,0.4,2.2,15.16,5.8,0.16,1.0,0.8,0.0,4.06,16.72,2.4,1.2,8.6,0.2,72.4
Georginio Rutter,1,Brighton,3,1,10,3,1095,1080,1110,12.8,0.2,2.2,17.66,5.6,0.16,1.06,1.4,0.0,4.14,17.2,2.4,1.0,6.4,0.2,74.4
Georginio Rutter,1,Brighton,2,0,11,3,1205,1150,1260,11.2,0.4,1.8,16.28,5.2,0.25,0.92,1.0,0.0,3.9,15.96,2.4,1.0,6.6,0.0,79.2
Georginio Rutter,1,Brighton,2,1,12,3,1135,1100,1170,8.2,0.6,1.0,12.86,5.0,0.26,0.78,0.8,0.0,2.86,9.92,3.0,1.0,5.8,0.2,79.2
Georginio Rutter,1,Brighton,4,0,13,3,1130,1110,1150,9.8,0.6,0.6,12.32,5.0,0.2,0.72,0.8,0.0,3.32,9.96,3.2,1.2,11.0,0.2,80.0
Georginio Rutter,1,Brighton,8,1,15,3,1075,1050,1100,7.4,0.4,0.6,8.08,4.6,0.23,0.67,0.8,0.0,2.46,4.4,3.0,1.0,12.2,0.2,77.0
Georginio Rutter,1,Brighton,2,0,16,4,1265,1210,1320,12.4,0.4,1.4,9.64,5.8,0.35,0.73,0.4,0.2,5.06,13.12,3.0,1.4,27.8,0.2,79.4
Georginio Rutter,1,Brighton,3,1,17,3,1100,1100,1100,14.0,0.2,1.8,19.92,5.8,0.29,0.94,0.8,0.2,6.22,14.8,2.8,1.2,27.4,0.2,77.6
Georginio Rutter,1,Brighton,0,0,18,5,1375,1400,1350,15.0,0.2,2.4,19.26,5.6,0.35,1.12,0.8,0.2,6.88,16.08,2.2,1.0,33.4,0.0,80.8
Georginio Rutter,1,Brighton,8,1,20,3,1055,1010,1100,12.4,0.2,2.8,21.12,5.2,0.35,1.52,1.0,0.2,6.62,15.2,1.6,0.8,29.8,0.0,81.2
Georginio Rutter,1,Brighton,2,0,21,4,1305,1230,1380,15.4,0.4,2.8,21.22,5.2,0.27,1.48,1.0,0.4,7.32,22.0,1.6,0.8,30.0,0.0,84.2
Georginio Rutter,1,Brighton,1,1,24,3,1100,1110,1090,10.2,0.4,2.2,19.94,5.0,0.16,1.57,1.0,0.2,4.88,14.16,1.8,1.0,14.8,0.0,81.4
Granit Xhaka,1,Sunderland,5,0,4,3,1205,1150,1260,17.33,0.33,4.67,23.53,10.0,0.08,0.92,1.0,0.0,4.77,23.2,4.0,1.33,1.0,0.33,90.0
Granit Xhaka,1,Sunderland,4,1,5,3,1145,1150,1140,18.0,0.5,6.0,21.6,12.0,0.09,1.13,0.75,0.0,4.65,23.7,4.5,1.5,1.25,0.25,90.0
Granit Xhaka,1,Sunderland,9,0,6,3,1130,1110,1150,18.4,0.4,5.0,21.6,11.2,0.1,1.05,0.8,0.0,4.82,23.92,4.2,2.0,2.8,0.4,90.0
Granit Xhaka,1,Sunderland,3,0,7,3,1205,1150,1260,23.0,0.4,6.6,18.5,14.0,0.14,1.27,0.8,0.0,5.16,30.4,5.2,2.2,2.8,0.4,90.0
Granit Xhaka,1,Sunderland,5,1,8,3,1070,1050,1090,23.8,0.4,6.6,18.14,14.0,0.14,1.44,0.8,0.0,5.18,30.28,5.6,1.8,3.6,0.6,90.0
Granit Xhaka,1,Sunderland,2,0,9,3,1190,1160,1220,21.2,0.6,6.6,18.74,14.2,0.14,1.37,0.6,0.0,4.92,26.6,5.8,1.8,4.0,0.4,90.0
Granit Xhaka,1,Sunderland,10,1,10,3,1100,1110,1090,19.8,0.4,5.2,18.08,12.4,0.15,1.19,0.8,0.0,4.8,25.12,5.0,2.2,5.0,0.4,90.0
Granit Xhaka,1,Sunderland,3,1,11,5,1300,1340,1260,25.4,0.4,5.2,26.6,12.8,0.19,1.22,0.8,0.2,6.26,31.56,5.6,2.0,4.6,0.2,90.0
Granit Xhaka,1,Sunderland,2,0,12,3,1130,1140,1120,21.8,0.2,4.8,24.06,11.4,0.15,1.27,1.2,0.2,5.52,26.6,4.4,2.2,4.6,0.4,90.0
Granit Xhaka,1,Sunderland,5,1,13,3,1150,1100,1200,21.2,0.2,4.4,21.4,10.6,0.14,1.33,1.0,0.2,5.58,27.72,3.8,2.4,6.6,0.2,90.0
Granit Xhaka,1,Sunderland,4,0,14,4,1265,1210,1320,22.0,0.0,3.4,24.58,9.4,0.14,1.51,1.4,0.2,6.1,30.12,3.8,2.2,6.2,0.2,90.0
Granit Xhaka,1,Sunderland,2,0,15,4,1305,1230,1380,22.6,0.0,4.6,22.34,10.0,0.11,1.62,1.4,0.2,6.0,32.76,3.8,1.6,4.8,0.2,90.0
Granit Xhaka,1,Sunderland,3,1,16,3,1160,1170,1150,14.4,0.0,5.0,9.76,9.8,0.06,1.82,1.8,0.0,3.74,22.28,3.6,1.2,5.2,0.2,86.4
Granit Xhaka,1,Sunderland,3,0,17,3,1160,1110,1210,14.8,0.2,4.2,12.9,8.8,0.1,1.48,1.4,0.0,3.92,20.84,3.6,1.0,5.4,0.0,86.4
Granit Xhaka,1,Sunderland,6,1,18,3,1095,1080,1110,15.8,0.4,4.6,14.8,9.2,0.11,1.28,1.2,0.0,3.78,20.68,3.4,1.2,2.4,0.0,86.4
Granit Xhaka,1,Sunderland,5,1,19,4,1250,1210,1290,17.2,0.4,4.8,15.54,9.2,0.13,1.37,1.0,0.0,3.96,21.44,3.0,1.4,2.8,0.0,86.4
Granit Xhaka,1,Sunderland,4,0,20,3,1175,1150,1200,18.2,0.6,4.0,20.74,10.0,0.15,1.53,0.8,0.0,4.24,18.88,4.8,1.2,2.8,0.0,86.4
Granit Xhaka,1,Sunderland,2,0,21,3,1175,1110,1240,20.6,0.6,4.2,23.54,11.0,0.14,1.39,0.4,0.0,4.74,22.84,5.2,1.6,1.0,0.0,90.0
